ID;find_path_problem;end_start_kombinace;nejlepsi_podil_ploch;pocet_pruseciku;zeleznice_delka;rozvodniceIII_delka;vodni_plohy_rozloha;relief_rozloha;zastavba_rozloha
45;0;15;1.0;15;1777.46;1047.92;257653.77;0.0;1514131.3
46;0;8;80.98;3;815.05;3218.28;10907.29;44661.51;324326.68
47;0;24;1.0;21;6123.72;3739.72;730018.48;35409.75;1820649.89
48;0;2;3.11;14;10697.59;5691.27;680861.92;44753.33;2389065.16
49;0;0;0.0;0;4664.39;1805.51;421401.65;0.0;1425532.88
50;0;0;0.0;0;4257.28;901.81;30842.91;0.0;194661.18
51;0;27;1.28;26;2221.63;535.51;498886.82;43648.5;430747.72
52;0;60;6.49;15;3499.42;4878.66;152918.52;0.0;1160963.14
53;0;9;2.74;28;5419.72;2639.51;781373.39;0.0;503286.52
54;0;18;921.26;2;539.86;6196.93;249304.93;0.0;610260.7
55;0;25;2.79;14;1229.27;4880.57;77271.74;5656.34;635852.61
56;0;24;4.34;10;5329.32;5466.45;12963.7;1261.53;774301.87
57;0;9;1.09;15;2246.79;4237.55;82088.34;60620.09;3426950.17
58;0;15;1.62;15;4164.23;245.15;1592722.01;518852.91;1467311.37
59;0;4;54.94;3;13673.3;5129.84;162412.01;151005.81;4450674.23
60;0;36;2.72;14;4125.95;5772.34;30721.85;0.0;875330.09
61;0;12;4.94;13;5447.03;1377.33;141971.78;37.97;957696.45
62;7;20;211.96;3;6183.63;7170.23;1552.23;93363.07;289849.58
63;0;36;3.66;24;319.92;2622.9;34126.82;7417.65;1001721.44
64;0;0;0.0;0;5782.5;6294.66;28762.75;824.99;597981.62
65;0;36;5.75;16;9515.36;5088.48;260644.27;1650.8;1325187.36
66;0;12;1.23;13;5058.83;2745.11;172176.54;0.0;373674.3
67;0;24;45.93;5;5644.88;5641.92;171008.23;2412.25;906368.54
68;0;2;2.7;15;4432.76;4445.98;23902.02;148.45;927742.22
69;0;8;1.01;24;591.51;3858.53;47021.67;5.0;283673.16
70;0;54;1.04;32;21692.8;10907.48;507268.45;65723.22;6342029.82
71;0;8;2.27;15;5208.95;5114.11;359871.98;42026.23;3881600.51
72;38;130;1.54;17;4430.85;2791.58;603197.39;0.0;432443.41
73;0;12;134.29;3;4525.05;729.07;19836.19;0.0;475222.71
74;0;0;0.0;0;2126.02;1809.42;196005.58;872.49;1731239.12
75;30;64;4.16;12;4154.27;8759.17;195005.23;1065.46;1180854.3
