id,ZIV10_pocet,ZIV10_1,ZIV10_2,ZIV10_3,ZIV10_4,ZIV10_5,ZIV10_6,ZIV10_7,ZIV10_8,ZIV10_9,ZIV10_10,ZIV10_11,ZIV10_12,ZIV10_13,ZIV10_14,ZIV10_15,ZIV10_16
382,23,7,6,1,1,11,9,2,1,12,9,1,2,14,4,1,3
383,29,3,4,7,2,3,3,8,8,2,2,3,12,7,9,12,17
384,18,7,8,2,1,6,7,3,0,11,7,3,0,11,8,1,0
385,37,11,12,7,7,7,9,6,8,19,18,7,5,10,18,6,3
386,30,3,8,10,7,3,3,10,7,3,4,10,9,3,4,6,13
387,19,9,4,4,1,5,1,4,6,4,2,6,4,3,4,3,2
388,23,2,0,2,5,5,4,6,5,2,7,6,6,3,9,1,5
389,24,9,7,7,6,7,9,15,11,5,4,6,8,7,9,11,8
390,33,5,11,16,4,3,8,12,11,4,2,10,11,3,4,7,11
391,49,15,17,9,13,15,18,13,12,7,13,12,14,14,23,16,5
392,51,13,14,10,5,8,7,8,3,16,18,13,8,3,16,14,12
393,26,11,12,11,7,5,9,9,5,4,9,7,5,2,3,6,5
394,8,2,2,2,3,1,1,2,2,2,1,2,3,1,2,2,2
395,29,5,9,18,13,7,14,12,8,7,19,8,4,7,18,5,3
396,35,6,6,13,9,3,4,10,10,7,7,4,9,6,6,6,13
397,33,7,8,5,4,10,11,10,10,8,13,7,7,7,7,7,9
398,27,5,5,14,4,6,8,16,5,6,7,14,5,6,8,16,5
399,40,18,17,15,12,10,8,7,8,9,7,5,5,11,10,6,4
400,14,7,5,1,1,5,0,1,1,2,1,0,0,2,1,1,5
401,41,5,18,6,3,4,16,7,7,10,11,1,10,8,7,6,16
402,27,3,3,3,11,4,4,1,10,3,4,5,11,2,7,6,10
403,39,8,8,5,7,8,9,8,5,11,11,10,7,18,12,12,6
404,39,7,10,11,5,9,7,8,10,9,6,14,17,10,11,24,10
405,48,3,4,4,15,5,3,5,14,18,18,4,17,10,17,14,21
406,19,3,3,5,6,3,2,3,7,2,5,5,4,5,5,6,4
407,32,3,6,7,9,4,3,5,3,3,3,5,11,4,4,6,16
408,12,3,3,5,3,4,4,4,3,2,1,3,2,2,0,2,2
409,6,2,2,1,2,2,2,1,2,1,2,2,1,1,2,2,0
410,18,8,7,8,4,2,4,3,2,1,2,2,5,2,3,3,4
411,30,5,4,5,14,9,9,6,9,6,5,11,8,3,4,14,6
412,19,2,0,0,5,3,1,0,2,3,1,2,3,4,2,4,5
413,37,9,10,6,11,5,7,8,6,3,9,7,7,4,9,11,3
414,40,14,17,9,6,8,9,9,6,11,4,5,6,8,5,3,7
415,49,6,9,10,13,14,11,14,14,13,15,13,16,11,10,11,16
416,15,10,7,7,7,4,4,4,6,2,1,2,2,1,0,1,1
417,35,19,17,11,3,18,5,8,3,7,4,4,4,8,3,2,1
418,16,3,5,5,4,3,1,4,2,2,3,5,3,2,2,2,2
419,42,14,11,15,14,12,7,7,5,12,8,4,7,11,12,3,7
420,50,9,6,16,9,12,10,24,12,12,5,25,18,10,8,16,25
421,38,8,5,10,13,13,1,2,5,16,11,2,5,6,14,14,3
422,37,10,11,16,15,5,10,13,13,7,12,16,10,8,8,15,5
423,18,4,1,2,6,4,2,6,8,2,4,6,3,2,6,6,3
424,16,3,3,7,4,3,1,4,5,3,0,3,3,3,2,1,2
425,7,3,2,2,1,1,2,2,0,1,1,2,1,0,2,2,1
426,15,2,5,6,7,2,3,4,7,0,1,3,6,1,2,2,4
427,9,3,3,5,3,1,1,4,2,1,1,1,1,2,3,3,1
428,41,4,9,7,8,8,9,7,11,10,5,16,19,10,10,15,7
429,51,8,11,9,11,7,12,12,17,12,13,8,15,14,12,8,14
430,34,11,6,5,7,7,6,4,22,2,2,3,11,3,1,4,6
431,18,6,4,4,3,4,3,4,2,3,3,4,2,2,2,4,4
432,5,3,0,1,0,3,2,2,0,1,3,2,1,3,2,2,2
433,9,1,2,2,2,1,1,0,0,2,2,3,3,2,3,3,5
434,20,5,7,11,4,6,8,8,5,2,4,3,3,1,3,3,3
435,52,8,6,3,4,9,6,5,4,12,5,5,17,27,27,10,20
436,46,21,24,23,10,13,12,10,3,9,9,11,3,9,4,5,6
437,35,7,7,6,6,3,5,10,13,7,11,10,11,4,7,7,5
438,36,3,11,21,13,7,11,10,14,7,9,8,4,5,1,2,5
439,35,2,2,12,9,16,1,4,5,16,5,5,5,13,14,4,2
440,18,3,6,7,6,4,5,5,6,6,3,4,3,4,2,2,5
441,24,7,6,6,5,4,5,4,6,2,6,2,6,3,9,1,3
442,4,1,3,2,0,2,1,1,0,1,1,1,0,1,1,0,0
443,8,1,2,2,2,3,2,3,3,1,1,1,2,0,1,2,2
444,9,2,1,2,3,2,0,3,3,1,1,3,2,2,0,2,2
445,6,2,2,2,1,1,1,0,1,1,1,1,1,1,1,1,1
446,6,1,1,1,1,1,2,2,3,1,3,2,2,1,2,0,1
447,14,4,5,6,2,2,3,3,2,1,2,5,5,5,6,4,2
448,17,2,1,2,2,1,2,4,6,4,6,8,7,2,5,6,2
449,12,3,5,2,2,3,6,3,5,6,6,3,5,6,4,2,2
450,28,5,7,7,8,10,5,7,7,10,5,4,8,3,3,4,8
451,37,6,12,9,8,10,6,2,3,6,6,5,13,7,3,5,13
452,48,6,5,7,18,6,10,11,14,23,23,19,20,21,17,11,7
453,16,2,3,3,5,2,3,3,5,3,5,5,5,8,7,3,4
454,14,4,2,5,4,4,2,6,6,3,2,2,3,1,2,2,2
455,24,10,16,14,12,6,6,7,7,6,10,10,4,3,3,3,1
456,22,3,3,5,11,2,3,3,7,1,4,9,8,1,2,8,4
457,48,12,24,22,25,4,19,16,21,1,9,9,13,9,8,15,15
458,51,23,28,15,16,9,29,16,18,10,25,7,18,11,23,23,18
459,9,4,3,3,2,1,1,1,1,2,3,2,2,2,2,2,2
460,11,4,5,5,5,4,4,2,4,1,2,3,3,2,3,3,2
461,24,5,6,5,2,8,11,12,10,5,4,9,10,5,5,2,5
462,11,3,4,1,2,3,3,3,4,1,2,2,4,2,1,3,2
463,16,7,4,7,7,5,6,6,4,4,3,2,4,3,1,3,3
464,10,0,0,0,0,5,2,1,1,4,4,5,4,4,1,4,4
465,9,1,1,4,3,2,4,7,2,3,2,5,6,1,1,1,2
466,16,4,3,5,7,3,6,6,7,4,3,1,1,0,0,0,0
467,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
468,5,1,0,2,2,1,1,0,0,0,2,1,0,0,1,3,1
469,2,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0
470,8,2,2,2,3,2,1,1,4,1,2,2,1,0,1,1,2
471,15,1,5,3,3,5,7,2,3,2,2,2,4,1,2,4,2
472,15,2,2,2,3,4,2,4,4,4,1,4,7,1,1,5,7
473,30,5,12,11,4,8,8,6,9,3,5,10,6,5,7,6,5
474,32,8,8,10,7,6,7,12,5,2,6,11,5,4,9,9,11
475,27,2,2,2,12,1,2,3,8,3,2,7,8,4,7,12,11
476,30,12,12,7,2,10,10,3,2,5,2,2,3,4,2,4,6
477,8,1,1,1,3,3,3,4,6,2,3,3,2,2,4,4,4
478,25,3,2,6,10,3,1,3,11,4,3,2,10,8,4,2,9
479,19,2,1,3,2,4,3,3,2,6,5,5,5,11,3,2,1
480,22,6,4,4,5,13,7,7,7,4,2,4,5,4,4,3,2
481,23,7,3,3,7,10,9,9,10,9,9,5,6,4,3,4,3
482,20,2,4,4,1,3,7,4,3,5,10,10,6,6,5,5,6
483,32,7,11,8,16,6,6,13,16,11,15,15,9,11,15,4,4
484,17,4,3,3,5,2,3,2,7,1,2,2,6,3,3,4,4
485,27,4,5,2,3,5,4,4,5,9,8,9,8,10,8,3,3
486,33,3,4,11,7,4,6,8,7,8,11,10,6,6,8,10,4
487,14,4,4,7,4,2,4,4,1,2,2,3,2,3,3,3,1
488,10,1,2,2,3,2,1,2,2,2,2,2,2,1,0,0,2
489,14,4,3,2,4,2,2,1,1,1,1,1,1,4,2,2,2
490,13,6,5,4,3,2,3,5,3,3,3,4,1,3,2,3,2
491,9,5,4,2,3,3,3,3,3,0,1,1,1,1,1,1,1
492,6,3,4,3,0,1,0,0,1,0,0,0,1,0,0,1,1
493,7,4,3,1,2,1,4,2,2,1,0,3,2,2,1,2,1
494,5,0,0,0,0,1,1,0,0,2,2,1,2,2,1,0,1
495,10,2,1,1,3,1,2,2,3,2,2,3,3,1,1,1,2
496,14,3,2,3,5,1,1,3,3,1,2,3,2,6,6,5,2
497,9,1,2,2,0,4,3,1,1,2,3,1,2,3,4,3,2
498,57,14,4,4,8,11,6,5,9,12,12,13,13,13,10,14,10
499,32,7,5,7,6,4,3,4,3,4,1,4,4,7,6,8,4
500,24,7,6,4,3,4,3,4,5,4,4,4,9,4,3,3,8
501,46,8,6,6,17,10,6,5,15,16,12,6,16,15,19,14,8
502,44,10,3,12,9,7,2,5,20,4,2,4,16,1,2,4,17
503,50,6,4,4,5,6,11,17,19,17,14,13,17,13,16,8,11
504,60,6,29,15,11,8,25,27,14,12,12,26,20,16,14,20,16
505,43,12,11,12,9,16,18,13,6,9,10,9,7,3,5,11,14
506,45,9,1,2,8,4,4,3,6,11,11,2,7,13,12,12,16
507,26,8,8,4,8,5,7,4,5,5,5,4,5,6,7,5,2
508,25,9,8,6,5,4,6,3,4,3,4,5,11,3,3,6,11
509,11,5,2,2,1,4,3,1,1,4,4,2,2,4,4,2,1
510,38,10,6,6,2,7,6,3,3,14,8,6,7,10,11,11,9
511,33,3,2,6,8,5,4,6,11,12,12,10,14,9,10,7,4
512,30,5,7,12,14,6,5,7,7,11,10,8,6,1,1,0,1
513,12,3,4,2,2,4,5,3,3,5,3,2,2,1,1,2,2
514,7,2,1,1,1,5,3,2,1,3,1,1,1,2,1,1,0
515,5,2,1,1,2,0,1,2,2,1,1,2,2,1,1,2,1
516,18,7,3,7,1,8,3,9,7,3,3,3,2,3,3,3,3
517,9,2,3,1,2,6,2,1,2,3,4,3,1,1,1,1,1
518,5,3,1,2,2,3,2,1,1,1,0,0,0,1,0,0,0
519,2,0,1,1,1,2,1,1,1,2,2,1,1,2,1,1,0
520,2,0,0,1,2,0,1,1,0,0,1,1,0,0,1,1,0
521,3,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,1
522,5,1,1,2,2,0,0,2,1,0,0,2,2,0,2,2,2
523,9,3,2,1,2,2,2,3,4,3,2,4,3,2,3,3,2
524,8,4,3,2,2,3,1,1,1,1,1,1,2,2,2,2,2
525,14,4,4,4,4,4,2,2,5,3,3,4,4,3,2,3,2
526,64,13,18,19,16,13,14,17,17,16,13,13,12,14,9,9,12
527,42,17,11,6,2,6,4,3,2,10,5,5,4,17,9,2,4
528,13,0,2,2,6,4,4,2,5,4,4,7,8,1,3,6,4
529,33,10,9,14,8,8,9,11,8,7,10,8,10,3,8,9,5
530,61,6,6,21,15,17,8,21,7,14,14,20,18,10,15,17,16
531,22,10,1,1,4,9,1,2,6,5,3,6,7,4,7,5,5
532,57,6,14,22,28,3,14,20,27,9,8,19,21,4,5,10,17
533,25,9,2,8,5,4,2,3,7,3,2,3,7,4,4,5,8
534,29,4,9,10,7,10,11,5,5,6,3,5,6,10,10,10,2
535,21,6,4,4,6,3,3,6,3,2,6,8,6,6,7,4,5
536,19,5,2,1,2,4,3,1,3,5,3,3,2,7,4,4,3
537,16,3,3,3,5,4,3,2,5,2,3,5,5,4,5,4,2
538,11,3,3,3,2,4,2,2,1,1,1,4,2,4,4,5,4
539,12,2,1,2,3,4,4,4,2,6,3,2,3,5,1,2,5
540,6,2,1,2,1,3,2,1,2,2,1,2,2,1,2,1,1
541,8,2,1,1,2,1,0,1,1,2,2,2,2,1,1,1,3
542,4,1,1,3,3,0,0,2,2,0,0,0,0,1,1,1,1
543,4,1,3,0,0,0,2,0,0,0,3,2,0,0,3,2,0
544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,4,0,1,0,2,1,1,1,3,1,1,2,1,1,2,1,1
546,11,2,1,1,1,8,7,3,1,7,5,3,0,3,2,1,2
547,11,1,2,2,1,2,2,2,3,2,2,4,7,5,4,2,3
548,14,2,2,0,1,6,8,8,4,6,4,4,3,2,1,1,2
549,9,1,2,1,2,3,3,2,1,2,2,1,1,1,1,1,2
550,9,2,1,2,2,3,3,2,1,2,2,1,1,1,2,1,0
551,8,2,1,1,3,1,1,1,1,1,1,1,1,1,1,0,0
552,7,3,3,1,3,2,4,4,4,1,1,1,1,1,1,0,0
553,8,3,3,1,3,3,2,2,2,2,2,4,3,0,0,1,1
554,6,2,1,1,1,4,3,3,1,3,1,2,1,2,3,3,2
555,2,1,0,0,0,2,0,0,0,2,1,0,0,1,2,1,0
556,6,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,4
557,7,3,1,2,2,3,0,1,1,1,0,1,1,0,1,3,2
558,15,1,2,2,3,3,8,7,4,2,6,6,4,1,3,5,7
559,20,2,3,3,4,2,4,5,3,4,5,8,3,4,7,10,5
560,38,7,12,16,11,4,11,13,7,6,12,15,7,6,12,16,7
561,24,7,5,2,7,3,4,4,5,8,5,2,2,5,3,3,3
562,50,4,5,15,12,13,13,20,18,2,9,21,18,13,10,20,13
563,20,5,6,4,6,2,3,5,5,3,5,5,7,6,7,6,4
564,14,4,2,3,2,3,4,3,1,2,4,4,1,7,4,4,2
565,14,1,2,7,6,3,4,5,4,4,4,3,2,3,1,1,1
566,7,4,2,0,0,1,2,0,0,1,3,3,1,1,0,3,3
567,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0
568,4,0,1,1,0,2,1,0,0,3,0,0,0,1,1,1,1
569,3,1,1,1,0,0,1,1,2,1,1,0,1,1,1,0,0
570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,4,0,0,0,0,0,0,1,1,0,1,2,2,0,0,1,2
572,5,3,1,2,1,1,1,2,2,2,2,2,1,1,2,1,0
573,8,2,2,3,2,0,3,3,2,1,3,2,1,3,4,2,0
574,5,2,4,2,2,2,2,0,2,1,1,0,2,1,1,0,2
575,7,0,0,0,1,0,0,1,0,4,1,5,4,3,1,4,1
576,6,1,1,1,1,0,1,0,0,3,3,1,1,1,3,0,1
577,5,0,0,1,4,0,0,0,2,1,0,0,1,1,1,0,0
578,43,15,18,11,4,12,2,4,4,15,4,10,5,9,7,15,13
579,14,0,1,4,3,2,2,6,5,5,4,5,4,2,4,3,2
580,25,10,10,3,4,6,8,3,4,3,3,7,7,4,3,5,3
581,36,10,7,4,6,5,6,6,15,10,11,7,8,7,9,9,7
582,59,20,18,16,13,13,21,9,16,16,20,15,14,14,4,12,11
583,30,8,4,7,5,8,4,4,3,6,3,4,9,6,5,7,9
584,28,4,5,3,2,3,3,3,2,3,5,5,10,4,2,6,13
585,33,5,5,8,11,7,5,4,8,10,10,7,8,10,13,5,6
586,26,2,2,12,16,3,3,11,10,2,8,15,9,8,9,8,5
587,8,0,0,1,1,0,0,1,0,1,1,1,0,3,4,4,6
588,14,1,0,0,3,1,1,2,4,1,1,2,6,1,1,1,4
589,4,1,1,1,1,0,0,1,1,0,1,2,2,1,1,1,1
590,11,1,4,3,2,2,4,3,4,1,2,1,3,0,3,3,3
591,5,1,1,1,2,1,2,1,1,2,1,1,1,2,2,1,0
592,3,3,1,0,0,2,2,1,1,2,0,0,0,0,0,0,0
593,4,0,0,0,0,0,0,0,1,0,2,2,2,0,4,2,1
594,9,1,1,0,1,1,2,2,1,2,2,2,5,1,2,3,4
595,14,1,2,3,4,1,4,2,4,1,4,5,6,2,2,3,3
596,79,16,12,16,7,22,17,21,7,23,8,25,15,21,24,30,12
597,95,22,38,15,14,10,30,31,21,18,21,31,41,15,20,8,25
598,60,18,20,18,12,18,10,8,8,17,6,9,8,10,12,9,11
599,47,6,4,10,13,5,6,9,8,12,12,10,11,12,12,15,17
600,18,3,3,4,4,3,3,4,3,6,6,4,4,5,3,0,4
601,37,5,3,8,7,3,6,10,8,7,6,8,10,7,4,11,14
602,27,8,8,10,4,8,2,6,6,7,4,5,7,6,6,5,8
603,28,6,6,5,8,6,6,2,5,3,6,9,3,4,4,9,4
604,48,14,15,18,11,9,10,17,22,5,10,12,12,4,3,5,6
605,14,6,2,4,4,0,2,0,1,0,1,1,1,1,2,2,3
606,12,3,4,3,3,2,2,2,3,2,2,2,3,4,5,3,1
607,11,3,4,2,1,3,3,3,3,1,2,3,2,2,2,2,3
608,7,1,0,0,0,2,2,1,0,2,2,2,1,2,3,4,2
609,13,4,3,3,3,4,4,5,3,1,0,1,1,2,3,3,3
610,7,1,1,2,0,2,1,2,0,2,0,2,2,3,1,0,2
611,38,17,20,15,13,16,18,11,4,10,10,4,1,8,4,3,3
612,38,7,5,6,5,14,11,10,8,10,16,11,11,6,6,3,7
613,21,2,4,5,7,4,5,5,6,7,5,5,4,4,7,8,8
614,24,3,4,4,5,9,7,3,8,6,4,7,8,8,2,9,8
615,20,2,6,11,11,5,6,3,9,5,3,3,6,6,4,4,7
616,20,4,5,3,6,3,4,4,5,5,5,6,6,1,6,3,3
617,3,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1
618,14,3,3,1,2,3,2,1,2,2,3,5,2,2,4,9,5
619,36,8,8,6,6,8,7,4,7,9,4,2,5,16,11,2,2
620,29,5,6,8,5,5,8,4,6,5,5,3,3,4,9,9,1
621,56,21,19,10,7,21,17,4,7,17,21,8,10,19,11,9,16
622,35,7,3,3,0,7,5,3,3,15,14,7,4,14,18,17,20
623,20,3,2,2,1,3,1,3,3,1,1,3,2,9,4,8,7
624,18,1,2,3,4,4,5,6,6,9,9,7,4,6,3,1,2
625,27,7,9,5,6,6,8,11,10,3,5,6,7,3,3,3,2
626,22,4,4,3,3,6,3,2,2,13,11,6,7,5,8,8,6
627,21,2,6,7,9,1,1,5,7,6,5,5,3,2,1,5,5
628,19,8,6,3,5,5,4,4,6,6,4,2,3,2,5,4,1
629,18,7,7,6,5,4,2,2,4,5,4,4,3,2,2,2,2
630,18,3,5,4,1,4,3,5,4,6,5,2,4,7,8,6,1
631,13,1,2,3,2,0,1,1,1,4,4,2,2,6,8,6,1
632,14,9,6,3,4,2,4,4,3,2,4,4,3,1,1,1,3
633,8,1,1,1,1,2,2,1,1,4,4,4,3,1,1,1,2
634,8,1,0,1,2,2,2,2,2,2,2,2,1,1,3,3,2
635,14,5,5,1,1,7,5,2,2,5,4,1,1,6,7,4,5
636,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
637,13,1,2,7,5,3,7,7,4,4,6,5,5,5,6,4,2
638,14,4,1,3,4,4,2,2,1,3,3,4,6,4,4,2,4
639,14,4,4,6,4,2,3,3,1,5,3,0,1,4,2,2,1
640,18,6,5,5,3,6,9,6,6,2,3,5,4,3,3,3,3
641,17,5,5,2,1,6,3,3,2,5,4,5,5,3,2,4,3
642,8,2,3,3,2,2,2,2,2,2,3,1,1,2,4,2,1
643,13,6,2,1,2,5,2,1,1,7,3,3,3,4,2,4,3
644,6,1,2,0,0,0,2,0,0,1,2,2,2,3,2,1,2
645,10,2,2,2,2,0,1,2,3,2,2,4,2,1,0,2,3
646,18,1,1,4,4,6,6,3,3,3,7,6,6,2,4,7,10
647,24,13,11,5,5,9,11,7,8,5,6,6,4,4,3,3,2
648,27,14,12,6,5,20,13,5,2,7,8,10,5,1,6,3,4
649,13,5,4,4,3,4,3,1,4,1,4,4,4,3,4,3,3
650,51,9,10,12,9,10,8,17,12,9,10,7,7,18,24,20,12
651,64,17,10,15,18,17,10,18,10,20,19,12,4,24,17,9,5
652,50,14,9,9,14,9,10,10,7,15,6,8,4,14,8,12,6
653,32,14,9,7,9,8,2,5,9,5,6,6,7,6,5,9,7
654,9,4,2,2,1,3,2,4,4,1,1,0,4,1,2,1,2
655,14,0,2,4,3,0,1,2,2,4,2,2,3,6,6,3,1
656,19,2,3,4,2,6,7,4,2,4,3,5,5,4,5,9,9
657,13,1,2,2,1,1,1,2,0,2,1,2,1,10,1,1,2
658,12,2,5,3,5,2,4,4,3,2,2,5,6,2,4,7,6
659,12,0,1,2,3,0,0,2,2,0,0,1,2,0,0,3,5
660,14,4,2,2,4,4,4,3,4,6,4,4,3,4,3,1,2
661,14,5,6,0,0,5,10,1,1,6,9,1,0,10,4,0,0
662,20,0,3,1,1,2,4,1,0,5,2,0,2,3,1,3,13
663,13,3,5,3,3,1,2,3,4,2,4,3,3,4,4,3,3
664,19,2,2,2,2,2,1,1,1,2,1,1,1,8,9,6,7
665,30,5,3,5,8,4,5,9,8,11,10,7,10,7,10,10,8
666,16,2,1,2,2,3,3,3,4,5,6,4,2,2,6,6,2
667,10,1,0,1,0,3,4,3,3,2,4,3,2,2,2,2,3
668,7,2,2,3,2,2,2,2,2,4,4,2,3,2,1,1,3
669,7,2,2,1,2,1,1,0,1,1,1,0,1,1,1,1,1
670,3,1,2,1,0,0,0,1,1,0,0,0,1,0,0,0,1
671,4,1,3,2,1,2,1,1,1,1,1,1,1,0,1,0,1
672,6,1,3,2,3,1,3,2,3,1,2,1,1,1,1,0,1
673,42,12,14,13,2,6,8,15,11,10,10,7,10,3,5,15,11
674,72,9,14,8,17,16,26,19,21,23,28,16,13,8,25,16,10
675,50,14,7,12,8,7,9,12,8,5,9,5,9,11,12,11,9
676,23,12,12,3,3,8,7,3,2,4,7,6,1,2,3,6,2
677,19,10,8,6,5,8,4,5,5,4,1,3,4,4,2,3,3
678,23,8,7,9,7,5,3,5,6,5,3,3,4,6,5,4,4
679,17,3,4,6,9,10,9,7,6,4,2,0,1,3,2,1,2
680,23,5,6,2,1,2,2,1,5,2,2,4,11,5,11,9,9
681,6,3,3,2,0,1,2,2,0,2,3,2,1,1,3,3,2
682,14,2,3,3,2,4,4,4,3,4,4,5,5,1,1,4,7
683,24,3,9,9,6,4,9,10,6,5,2,6,3,4,4,4,3
684,12,1,3,3,1,3,5,6,6,0,1,1,3,0,5,4,4
685,17,3,5,5,5,3,5,4,5,4,6,5,1,2,1,1,1
686,30,6,9,9,7,13,5,7,8,2,3,3,3,2,3,0,2
687,25,4,2,3,11,11,1,1,12,11,5,3,4,5,6,3,3
688,15,1,3,2,6,13,14,11,10,2,1,2,0,0,0,1,1
689,18,7,5,6,4,6,4,5,4,0,2,6,5,1,1,1,3
690,11,1,1,1,1,3,3,2,3,4,3,1,3,5,3,2,2
691,29,10,13,9,8,10,3,11,16,14,13,13,6,4,3,3,2
692,27,4,5,5,5,3,4,3,4,5,5,4,6,5,11,14,13
693,23,4,6,7,4,5,5,10,6,11,13,18,9,7,5,5,1
694,20,3,7,5,4,11,10,6,5,11,5,4,3,5,4,4,4
695,17,2,3,3,4,3,1,3,3,6,4,6,8,3,3,5,10
696,13,1,1,1,1,1,1,2,2,1,2,4,3,2,3,4,6
697,13,4,6,6,4,3,1,1,1,4,2,1,0,2,2,2,1
698,42,12,20,10,14,10,14,6,9,9,5,4,6,8,4,4,12
699,53,8,11,10,6,11,12,17,26,4,15,25,25,11,15,15,6
700,67,19,22,13,5,11,9,13,15,23,9,12,18,17,7,14,14
701,52,3,11,22,24,9,8,11,12,12,6,6,3,16,7,8,8
702,62,23,21,21,22,17,27,28,14,4,4,4,5,5,7,6,6
703,60,19,7,9,12,28,10,10,9,21,16,15,14,12,13,20,16
704,32,2,4,4,3,6,4,3,3,17,11,6,4,16,21,16,18
705,24,4,5,5,3,3,3,5,5,2,4,5,4,12,4,4,4
706,11,0,1,4,3,1,4,4,2,1,4,2,3,6,6,3,1
707,28,3,2,3,2,6,3,4,5,6,5,7,8,2,6,7,10
708,48,5,10,11,13,9,9,2,4,11,12,7,2,9,8,9,7
709,11,2,2,3,4,3,1,3,2,4,1,2,3,3,1,4,3
710,12,5,5,6,8,1,1,2,7,2,2,2,4,1,3,3,4
711,18,4,5,5,5,5,2,1,4,2,1,4,4,5,4,4,2
712,16,4,7,6,6,6,5,5,5,1,1,3,1,1,1,4,0
713,25,4,4,3,4,5,7,3,1,5,3,1,2,7,5,7,4
714,16,2,2,3,6,2,3,3,2,3,3,2,2,5,3,1,2
715,25,5,1,1,1,2,2,1,3,2,4,4,4,3,4,3,2
716,23,15,14,6,3,15,2,2,1,3,1,1,3,2,1,1,2
717,20,2,2,1,2,3,2,1,2,3,3,4,3,4,3,8,5
718,22,8,1,2,3,8,2,4,4,9,8,4,6,3,9,8,7
719,34,5,5,4,12,5,8,10,10,9,14,8,2,13,13,1,5
720,28,13,11,3,1,4,3,2,2,6,3,3,3,5,5,10,8
721,20,4,2,4,7,9,3,4,5,3,6,6,7,3,2,4,5
722,36,4,8,8,10,4,4,9,11,8,9,9,5,5,7,5,12
723,6,2,2,2,1,2,2,1,0,1,1,0,1,1,1,0,0
724,5,1,2,2,1,1,1,0,1,1,1,2,2,1,2,2,1
725,42,5,6,12,13,4,4,15,5,4,14,14,8,8,14,3,9
726,45,12,5,17,13,10,8,8,4,11,7,16,16,15,18,14,10
727,62,18,6,14,11,15,15,10,12,7,8,8,5,11,8,8,11
728,34,5,2,17,17,7,9,6,5,5,5,4,5,3,5,6,7
729,46,22,13,6,15,14,14,10,21,6,8,7,7,5,3,4,4
730,48,10,8,7,7,24,13,16,13,33,24,26,13,17,15,19,13
731,29,9,5,2,2,9,4,3,2,9,8,4,5,11,17,9,11
732,21,2,3,4,5,11,7,5,3,14,5,4,4,5,2,2,3
733,36,11,8,7,9,11,9,6,8,10,2,5,5,8,9,7,7
734,30,13,3,3,6,11,7,9,6,5,11,10,9,4,8,7,8
735,25,3,4,4,3,7,3,1,4,5,5,4,5,9,10,8,9
736,15,2,1,4,4,8,5,6,5,8,3,3,3,8,6,7,3
737,9,1,1,2,3,1,2,3,3,2,2,3,3,2,2,1,3
738,15,3,2,1,2,1,6,5,3,1,5,5,0,2,0,1,2
739,15,5,5,3,2,4,4,3,2,1,1,1,1,4,4,3,1
740,14,2,3,3,4,1,3,3,3,2,5,5,4,1,4,4,4
741,25,5,2,4,2,4,3,8,5,3,4,5,8,2,4,6,5
742,33,9,8,6,5,10,5,8,7,10,5,8,7,8,9,11,9
743,22,6,3,4,5,6,4,5,5,3,5,4,3,4,3,2,6
744,22,6,4,2,7,5,4,3,4,4,4,6,6,9,3,4,3
745,37,9,11,8,11,2,10,12,11,3,9,14,13,4,6,14,16
746,41,10,9,18,12,9,14,16,7,3,5,9,7,5,8,11,5
747,32,12,14,5,10,15,6,4,5,6,3,5,5,2,2,4,5
748,34,13,8,7,11,9,7,7,10,6,10,4,4,10,15,9,4
749,24,9,8,4,4,3,8,10,11,4,3,3,10,5,2,3,5
750,32,2,8,11,5,5,6,3,4,12,5,5,5,7,5,7,11
751,69,9,29,17,11,43,38,9,6,45,5,4,8,8,8,9,6
752,7,6,0,1,1,3,1,0,1,0,0,0,0,0,0,0,0
753,4,1,1,1,1,0,1,2,3,0,0,0,1,0,0,0,0
754,10,2,4,3,1,2,2,2,1,1,1,3,2,1,2,2,2
755,18,3,2,5,5,5,4,3,2,2,3,2,4,4,3,3,5
756,11,2,3,3,3,2,2,2,3,1,2,1,3,4,3,3,2
