id,ZIV5_pocet,ZIV5_1,ZIV5_2,ZIV5_3,ZIV5_4,ZIV5_5,ZIV5_6,ZIV5_7,ZIV5_8,ZIV5_9,ZIV5_10,ZIV5_11,ZIV5_12,ZIV5_13,ZIV5_14,ZIV5_15,ZIV5_16
382,49,14,12,3,2,23,17,4,2,25,17,3,4,29,7,3,7
383,57,6,7,14,4,6,6,16,15,4,5,6,24,15,18,24,35
384,38,15,15,5,2,12,13,6,0,21,15,6,0,24,17,2,1
385,74,23,23,14,15,14,18,11,15,39,35,13,9,20,35,11,6
386,58,5,15,21,15,7,7,20,15,7,7,19,17,6,7,13,25
387,38,17,8,7,3,9,3,8,11,8,4,11,8,5,8,7,4
388,46,5,1,5,10,10,8,13,11,5,15,13,13,6,18,2,9
389,48,19,15,14,11,13,18,29,21,9,8,12,15,13,19,21,16
390,68,10,22,32,8,7,17,27,21,7,4,20,23,5,8,13,21
391,99,30,34,18,26,30,36,25,24,14,26,24,28,27,44,32,11
392,100,27,28,19,11,15,14,16,6,31,35,25,15,6,31,27,24
393,52,23,24,22,14,11,18,18,10,8,18,14,10,4,6,12,11
394,15,4,3,4,7,3,2,3,5,3,1,3,5,2,4,4,3
395,60,10,19,36,26,14,28,24,17,13,38,16,9,14,35,9,6
396,70,12,12,26,17,5,7,20,20,14,14,9,17,12,12,12,26
397,65,13,17,10,8,19,21,20,20,15,26,14,14,14,14,14,18
398,54,10,9,28,9,11,15,32,9,11,14,28,11,11,15,31,11
399,80,36,33,29,24,21,17,13,16,18,14,10,10,23,21,12,7
400,29,15,11,1,1,11,1,1,1,4,2,1,1,5,1,1,9
401,80,10,35,11,5,8,31,14,14,20,23,3,19,15,15,13,32
402,56,6,6,7,23,10,9,3,21,7,8,11,23,5,14,13,21
403,78,17,15,10,15,17,18,15,8,21,23,19,13,34,24,24,12
404,76,14,20,21,10,16,13,16,20,16,12,30,35,20,22,48,20
405,97,7,8,8,30,9,6,11,29,36,36,8,35,21,34,29,42
406,40,7,6,11,13,6,5,7,15,4,11,11,8,10,10,13,8
407,66,5,12,14,18,8,6,9,6,6,5,9,22,8,8,12,32
408,22,7,6,10,5,8,7,8,5,4,3,5,3,4,1,4,2
409,10,3,3,2,4,2,3,1,4,2,3,3,2,2,4,3,1
410,35,15,14,17,7,4,7,6,5,2,4,4,10,4,7,6,8
411,59,9,7,9,28,18,18,12,19,13,11,22,15,6,9,28,11
412,35,3,1,1,9,6,1,1,2,6,2,3,4,7,4,6,11
413,75,19,22,12,21,10,14,16,12,7,18,15,15,9,18,22,7
414,80,28,35,19,12,14,17,17,12,22,7,10,12,17,11,7,14
415,97,12,18,21,26,28,23,27,28,26,31,25,31,21,20,22,32
416,29,20,14,16,14,8,8,7,13,3,2,4,5,2,1,1,2
417,68,37,33,23,7,35,10,16,6,14,10,8,8,17,7,4,3
418,32,7,9,9,9,6,2,7,5,5,6,9,5,3,4,3,3
419,84,28,21,29,27,24,13,14,10,25,16,8,13,22,24,7,14
420,98,18,11,30,18,23,21,48,23,23,10,50,37,20,16,31,50
421,76,17,11,20,25,28,3,4,11,32,23,6,9,12,28,29,8
422,74,19,24,32,29,11,21,26,25,15,24,31,20,16,16,29,11
423,37,8,3,5,12,8,5,11,15,5,9,11,6,4,12,11,6
424,30,6,6,12,8,6,3,7,9,5,1,6,7,5,4,2,4
425,14,5,3,4,2,1,3,4,1,2,3,3,2,0,4,3,2
426,30,4,8,11,14,3,6,6,13,1,3,7,11,2,4,4,7
427,19,5,5,12,7,3,2,9,4,3,2,3,2,6,7,6,2
428,82,7,18,15,17,18,20,14,22,19,11,32,37,19,21,31,13
429,100,16,21,17,22,13,23,25,32,23,26,16,30,27,24,16,28
430,67,21,13,10,15,14,12,7,45,5,4,7,22,5,2,8,13
431,33,12,8,8,5,7,5,7,3,6,6,8,4,3,4,7,8
432,13,5,1,1,0,5,5,4,1,3,7,6,2,5,4,3,4
433,21,2,3,3,3,1,2,1,1,4,4,7,7,4,5,6,9
434,42,11,14,23,8,13,16,17,12,5,8,6,7,3,5,6,7
435,105,16,12,5,7,18,11,9,7,24,10,10,33,54,54,20,40
436,89,42,47,44,20,26,24,21,6,17,18,21,4,17,9,10,11
437,72,15,15,13,12,7,10,21,26,15,22,21,22,10,14,14,10
438,72,6,23,42,26,14,23,20,27,13,17,16,8,10,3,5,10
439,66,4,4,23,18,31,2,7,11,31,9,9,11,25,27,9,4
440,34,6,11,13,13,7,9,10,12,9,6,8,6,8,3,3,9
441,47,15,13,12,9,9,10,8,10,4,11,3,11,7,18,2,7
442,10,3,6,4,1,5,3,2,0,2,2,3,0,1,1,0,1
443,14,3,3,3,4,6,4,6,6,3,2,2,3,1,2,4,4
444,16,3,2,4,5,4,1,6,5,1,2,6,4,4,2,4,3
445,10,4,3,3,1,2,2,0,1,2,1,3,3,2,2,2,1
446,11,1,1,1,2,2,4,4,6,3,5,4,3,1,3,1,2
447,28,8,9,11,5,3,5,5,4,2,5,10,10,10,11,8,4
448,33,3,2,4,5,2,3,9,13,8,12,17,14,3,10,12,3
449,25,6,9,4,4,5,11,5,9,11,11,6,10,11,7,5,6
450,57,11,13,13,17,20,10,13,14,21,10,9,15,6,6,9,15
451,75,12,23,18,16,20,11,4,6,12,11,9,26,16,5,10,25
452,94,11,9,13,36,12,20,21,28,46,47,37,40,41,35,22,15
453,32,5,6,7,10,4,6,6,9,5,10,10,12,16,14,6,7
454,29,8,5,10,7,8,4,12,12,6,3,4,5,2,3,4,5
455,51,20,33,29,26,12,13,14,15,11,19,20,9,6,6,5,1
456,45,5,7,11,22,3,6,6,14,3,8,18,17,1,4,17,7
457,94,24,48,43,50,8,37,31,43,3,18,18,26,18,16,29,29
458,104,46,57,30,33,18,59,32,36,20,51,14,37,22,47,47,36
459,18,8,6,6,3,2,2,3,2,4,6,5,3,4,5,4,3
460,23,7,9,9,10,8,7,4,8,3,3,7,7,5,6,6,4
461,50,10,13,10,4,16,22,23,19,8,7,17,21,10,9,5,12
462,24,8,9,2,3,7,6,6,8,3,4,5,8,4,3,6,3
463,32,14,8,14,14,11,11,12,8,7,5,4,7,5,1,6,7
464,20,1,1,1,0,9,4,1,1,8,9,10,7,7,3,8,7
465,17,1,1,7,7,4,7,13,5,7,4,10,13,2,2,2,5
466,29,9,6,10,14,6,13,13,12,8,6,1,1,0,0,0,0
467,5,2,2,1,0,1,1,1,0,1,0,2,2,0,1,1,0
468,8,1,1,4,3,1,2,1,1,0,2,1,1,0,1,3,1
469,4,1,1,3,3,2,2,1,1,0,1,1,1,0,1,1,0
470,18,5,3,4,6,4,2,2,8,2,3,3,3,2,3,3,4
471,28,2,10,5,5,10,13,3,5,5,3,5,7,2,3,8,5
472,32,5,5,4,5,8,5,7,8,8,3,8,16,3,3,10,14
473,60,9,24,23,9,16,16,12,18,5,10,19,13,10,14,13,10
474,66,16,16,21,15,12,14,24,12,5,12,21,10,8,19,19,23
475,56,5,4,3,25,3,4,6,17,6,4,14,17,7,13,23,22
476,57,23,23,14,4,20,19,5,4,10,5,3,6,8,4,6,11
477,19,3,3,3,7,6,5,7,11,5,7,6,4,5,7,8,8
478,50,6,4,12,21,6,3,6,22,7,7,3,20,16,9,5,19
479,39,5,3,6,4,9,6,6,5,13,11,11,11,22,5,3,3
480,45,13,8,8,10,25,13,13,14,7,4,7,10,7,8,7,4
481,44,14,6,5,13,21,17,17,20,17,17,11,12,9,6,8,6
482,40,3,7,8,3,7,13,7,6,10,21,21,12,11,11,10,11
483,63,15,21,15,32,13,12,26,33,21,30,31,18,22,29,8,8
484,35,8,7,6,10,4,5,4,14,2,4,3,12,6,6,8,9
485,55,9,9,4,7,11,7,7,9,19,15,18,16,18,14,6,5
486,64,6,8,22,13,9,12,14,12,16,21,20,11,13,16,19,7
487,26,8,8,14,8,5,7,7,2,4,4,5,4,6,6,5,3
488,19,2,3,4,5,3,2,3,5,4,4,5,5,2,1,1,3
489,27,8,7,4,8,4,4,3,2,2,3,3,2,8,4,4,3
490,28,12,12,8,6,3,6,9,7,5,6,8,2,5,5,6,3
491,16,9,8,4,7,7,7,6,6,1,2,2,2,2,2,2,2
492,11,5,7,6,1,2,1,1,1,0,0,0,1,1,0,1,1
493,15,7,7,3,4,1,8,5,4,2,1,5,4,3,3,5,3
494,7,0,0,0,0,1,1,0,0,3,3,1,3,3,2,1,2
495,21,3,1,2,7,2,5,5,6,3,6,7,5,2,2,1,4
496,27,6,5,5,9,3,2,6,6,3,3,6,3,12,12,10,4
497,15,1,4,3,0,7,7,2,2,3,6,3,4,5,6,5,3
498,114,29,7,8,16,22,13,10,17,24,23,26,27,25,20,29,20
499,60,13,9,13,11,7,5,8,5,7,3,9,8,13,13,16,7
500,46,13,12,8,5,8,6,8,10,9,7,9,18,7,5,5,15
501,94,16,12,12,35,20,11,11,31,31,25,13,33,30,38,28,16
502,91,20,6,24,18,13,4,9,43,7,4,7,31,3,4,8,34
503,98,11,8,8,10,11,21,33,38,32,28,26,34,25,33,16,21
504,122,11,58,30,21,16,51,54,28,24,24,53,40,33,28,43,34
505,87,23,23,24,18,32,36,27,13,18,21,18,14,7,10,21,28
506,89,17,2,4,16,8,7,6,12,21,21,5,14,26,23,25,31
507,51,16,16,8,15,9,14,9,11,9,10,9,11,12,14,10,4
508,50,19,15,13,10,7,11,7,8,6,8,9,22,6,6,10,21
509,24,9,4,5,3,8,5,3,3,8,8,5,3,8,7,5,2
510,77,20,12,12,5,15,12,7,7,27,16,12,14,19,22,23,18
511,66,6,3,11,16,10,7,12,20,23,23,19,27,19,20,13,9
512,62,11,13,26,27,10,9,14,13,21,20,16,13,2,2,1,2
513,24,6,7,5,4,8,9,6,7,9,6,5,5,1,2,4,4
514,16,5,2,1,2,11,7,4,2,6,3,2,1,4,2,1,1
515,10,4,2,2,3,1,2,4,4,3,3,4,4,3,1,2,1
516,35,13,7,14,3,15,7,17,13,6,5,5,4,7,5,5,5
517,17,5,6,2,3,12,4,3,3,6,6,5,1,2,2,2,1
518,5,3,1,2,2,3,2,1,1,1,0,0,0,1,0,0,0
519,2,0,1,1,1,2,1,1,1,2,2,1,1,2,1,1,0
520,2,0,0,1,2,0,1,1,0,0,1,1,0,0,1,1,0
521,8,2,1,4,3,2,1,1,1,1,1,0,2,1,2,0,2
522,9,2,2,3,2,0,1,3,2,0,1,4,4,0,3,4,4
523,20,6,4,3,4,4,5,6,7,5,5,8,6,4,5,6,4
524,16,7,6,3,4,6,2,2,2,2,2,2,3,5,5,3,3
525,27,9,8,8,7,9,4,4,10,5,6,9,9,5,5,7,5
526,126,25,35,38,32,26,29,35,35,31,25,26,24,27,18,18,25
527,83,34,23,12,3,13,7,6,5,19,10,9,9,33,17,4,9
528,25,1,5,5,12,8,8,4,10,8,8,13,14,2,6,11,7
529,66,20,17,28,16,17,18,23,17,14,19,18,21,6,15,17,11
530,117,13,11,42,30,33,14,43,15,28,27,40,35,20,30,33,31
531,45,21,3,2,7,17,2,5,12,11,6,13,14,8,13,11,10
532,117,12,28,44,55,6,28,40,56,19,16,38,43,9,10,21,35
533,51,18,5,15,10,10,4,5,14,6,3,5,15,7,8,10,16
534,58,8,18,20,15,20,23,11,11,11,7,10,12,19,21,21,4
535,41,12,9,9,12,6,5,11,6,5,13,16,11,13,14,7,9
536,40,10,5,3,4,9,6,3,6,10,6,7,5,13,9,9,6
537,29,5,5,6,10,7,6,5,10,4,5,11,10,8,11,8,4
538,22,6,6,5,3,8,5,4,2,3,3,7,4,8,8,11,8
539,25,3,2,5,5,7,8,7,5,11,7,5,6,9,3,4,10
540,13,5,3,3,2,6,4,3,4,5,2,3,4,2,3,3,3
541,14,3,1,2,3,2,1,2,3,3,3,3,3,3,3,3,5
542,9,2,1,5,5,1,1,5,5,0,0,0,0,1,1,1,2
543,9,2,5,0,1,1,3,1,1,3,4,2,0,1,4,2,0
544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,5,0,1,0,3,1,1,1,4,1,1,2,2,1,2,1,2
546,24,4,2,4,1,16,15,6,2,15,11,6,1,6,4,2,4
547,23,2,4,4,2,2,3,3,5,4,4,6,13,10,8,5,7
548,27,4,3,1,2,12,15,14,8,12,7,8,7,5,3,3,4
549,18,3,4,4,4,7,6,4,2,4,3,1,1,2,2,2,4
550,14,4,1,4,3,6,6,4,2,3,5,3,3,3,4,2,1
551,17,4,2,3,7,3,3,2,3,1,3,3,2,1,2,2,0
552,16,7,6,3,7,4,8,8,9,2,3,2,2,1,1,1,1
553,17,5,6,2,6,6,5,4,4,3,3,7,5,1,1,3,3
554,12,5,1,1,1,8,7,7,3,5,3,4,2,4,6,6,3
555,4,1,1,1,0,3,0,1,1,3,2,1,1,1,3,1,0
556,20,0,2,0,4,1,5,1,1,2,5,2,3,2,1,4,8
557,14,5,3,5,5,5,1,1,2,1,1,2,2,0,2,5,3
558,27,2,3,4,5,5,15,13,7,3,12,11,7,3,6,10,14
559,41,4,5,4,7,4,7,10,6,8,10,15,6,8,13,18,11
560,77,15,24,33,23,9,23,27,13,12,25,31,13,13,24,33,13
561,48,13,9,4,14,6,9,9,10,16,11,6,5,10,7,6,6
562,102,9,10,31,24,25,25,41,37,4,17,42,37,26,19,39,25
563,40,10,12,10,12,3,6,10,11,4,9,10,13,12,15,13,8
564,26,7,4,6,5,6,7,5,3,4,8,8,2,13,8,8,4
565,26,2,3,12,12,6,8,10,7,7,7,4,2,6,1,2,3
566,16,8,4,1,1,1,3,1,1,2,6,6,2,2,1,5,4
567,3,1,1,0,0,2,2,1,1,1,1,1,2,1,0,0,0
568,7,0,1,1,1,2,1,1,0,4,1,1,2,2,2,2,2
569,5,2,1,1,0,2,3,2,3,3,1,0,2,2,1,0,0
570,2,0,0,1,1,0,0,1,1,1,1,2,2,0,0,2,2
571,5,0,0,0,0,0,0,1,1,0,1,2,2,0,0,2,3
572,11,6,3,4,1,2,2,3,3,3,3,4,1,2,4,3,1
573,15,3,3,6,5,1,6,5,3,2,6,4,3,6,8,5,1
574,11,4,7,4,4,3,4,1,4,3,3,1,4,2,3,1,4
575,16,1,1,0,1,0,0,1,0,7,1,9,8,7,3,8,3
576,12,1,2,1,1,0,2,1,0,6,6,2,2,3,5,1,2
577,11,0,0,2,8,0,0,0,4,1,0,0,1,2,2,0,0
578,89,31,35,22,9,23,4,10,8,32,11,21,11,22,15,30,27
579,29,1,3,7,7,4,4,11,10,10,8,9,7,5,9,6,4
580,51,21,20,7,9,13,17,6,8,7,6,13,14,8,8,11,7
581,69,19,14,8,13,9,11,12,30,21,21,14,16,14,17,17,14
582,120,41,36,32,26,27,42,18,33,32,41,30,29,28,9,24,22
583,58,15,8,13,8,15,9,7,5,11,6,8,19,11,10,14,18
584,55,9,10,5,4,6,6,6,4,6,9,10,20,8,4,11,24
585,67,9,10,16,22,14,11,8,16,20,22,15,18,19,27,11,13
586,52,5,4,23,33,6,6,23,21,4,17,30,18,16,19,17,11
587,17,2,1,1,3,1,0,2,2,2,2,2,2,6,7,8,14
588,24,2,1,1,5,2,1,3,7,2,1,3,11,2,2,3,9
589,5,1,1,1,1,1,1,2,2,0,2,3,3,1,1,1,1
590,19,2,7,5,3,3,7,5,7,2,4,1,6,1,6,6,5
591,8,1,2,1,2,2,3,1,1,4,2,2,1,4,3,3,0
592,5,3,1,0,0,3,2,1,1,2,0,0,0,1,1,0,0
593,10,1,1,1,1,1,2,2,3,1,4,4,4,1,8,5,3
594,19,3,3,2,2,3,5,4,2,4,4,4,10,2,3,5,7
595,30,2,4,6,8,3,9,5,8,2,9,12,13,4,4,7,6
596,159,33,24,31,15,43,33,41,14,46,16,52,30,42,48,59,26
597,189,43,75,30,27,19,59,63,43,36,39,62,83,31,39,17,50
598,122,35,40,36,23,35,19,16,17,35,11,18,17,20,24,18,22
599,97,12,7,21,27,11,11,19,17,25,25,21,23,25,24,31,34
600,36,7,6,7,8,6,6,7,5,11,12,7,8,10,6,0,7
601,72,10,6,15,15,5,12,20,15,14,12,16,19,14,9,22,26
602,55,18,17,21,9,17,3,12,11,14,8,10,14,11,12,9,17
603,57,12,13,11,16,11,13,5,11,6,11,18,7,8,7,18,9
604,101,29,30,36,22,20,20,33,45,10,21,23,24,9,6,10,13
605,28,12,4,8,8,1,4,1,2,1,3,2,3,1,4,4,5
606,25,5,7,7,6,3,3,4,5,5,4,4,5,9,10,5,2
607,24,5,8,5,3,6,6,7,7,3,5,6,4,5,5,4,6
608,14,2,1,1,0,4,4,2,1,5,4,3,3,3,6,8,4
609,25,7,6,6,6,7,8,9,6,2,1,2,3,3,7,7,6
610,13,2,2,4,0,3,2,4,1,4,1,4,3,5,1,1,4
611,77,35,40,30,26,32,36,21,8,21,21,8,2,15,8,6,6
612,74,14,10,11,11,29,21,19,17,19,31,22,22,11,11,7,14
613,39,5,9,10,14,8,10,9,12,13,9,10,8,7,14,15,15
614,46,5,8,8,11,17,14,6,16,12,7,14,15,16,4,18,17
615,42,4,11,23,23,10,11,7,19,10,6,6,12,11,9,9,13
616,43,9,11,6,12,8,8,8,11,11,11,12,12,3,12,6,7
617,5,0,0,1,1,3,1,1,1,3,0,1,0,1,1,1,1
618,26,5,6,2,4,6,4,3,4,6,6,10,4,4,9,18,9
619,72,17,16,12,13,15,13,7,14,18,9,4,10,32,23,4,5
620,59,9,11,16,11,10,17,9,13,9,10,7,7,8,18,18,2
621,112,43,37,19,15,43,34,8,13,33,42,17,21,39,22,18,32
622,69,13,6,5,1,15,10,6,5,31,29,13,7,28,37,34,40
623,40,6,5,4,1,5,3,7,7,2,2,6,5,17,8,15,14
624,37,2,4,7,9,8,9,12,11,17,17,14,9,11,7,3,4
625,50,13,17,11,12,13,16,21,21,6,10,13,15,5,6,6,4
626,44,7,8,6,5,13,7,5,5,26,21,12,14,10,16,15,13
627,43,3,13,15,19,3,3,9,14,12,10,9,5,4,3,10,10
628,36,15,11,6,9,8,7,8,12,10,7,3,6,4,10,8,2
629,36,15,14,11,10,7,5,4,9,9,9,9,6,3,4,6,5
630,34,5,9,7,1,7,5,9,8,11,9,3,8,14,16,12,2
631,25,2,3,6,5,1,2,2,2,9,7,3,3,12,15,11,2
632,28,18,11,6,7,4,7,8,6,4,7,8,7,2,1,3,7
633,15,3,2,2,2,3,3,1,2,8,8,7,6,2,2,1,3
634,15,3,1,2,3,4,4,4,3,4,3,4,2,3,6,5,3
635,31,9,11,3,4,14,9,6,5,11,7,2,2,13,14,8,9
636,3,0,0,0,0,2,1,0,0,2,2,1,0,1,1,1,1
637,27,2,4,13,10,6,14,14,9,9,13,10,10,12,13,9,3
638,29,8,1,5,8,8,3,5,3,5,7,9,12,6,8,5,9
639,32,8,9,11,8,5,6,5,2,11,6,1,3,9,5,4,3
640,34,12,9,10,7,11,16,12,12,3,5,9,8,5,5,6,6
641,33,10,10,5,2,11,5,6,4,10,9,11,11,5,5,10,7
642,16,3,6,6,5,3,3,3,3,5,6,2,2,4,8,3,1
643,24,10,3,3,4,8,4,3,2,13,7,6,5,8,4,8,5
644,12,3,3,0,1,0,3,1,1,1,3,4,5,5,3,2,4
645,20,3,5,5,4,1,3,4,7,4,5,6,4,1,1,5,7
646,37,2,2,8,9,11,11,6,6,5,13,12,13,3,7,15,19
647,50,26,22,9,10,19,23,16,17,10,12,13,9,7,5,6,4
648,57,28,25,13,9,39,25,10,3,14,16,21,11,3,13,7,8
649,23,10,7,7,6,8,7,2,7,2,7,7,8,6,7,5,5
650,100,18,20,24,18,21,16,33,23,17,20,14,13,34,47,40,24
651,126,34,20,30,37,33,20,37,20,40,39,26,8,47,34,17,9
652,101,29,18,18,29,17,20,21,14,30,12,15,7,29,17,23,12
653,63,27,18,13,18,15,5,10,17,10,11,12,14,12,10,19,15
654,21,8,4,4,4,5,4,8,8,2,2,0,7,3,4,3,3
655,28,1,3,8,6,2,3,5,5,8,4,4,5,12,12,5,2
656,39,4,6,7,5,13,15,8,4,7,7,10,11,8,10,18,18
657,25,2,4,3,3,2,2,3,1,4,2,4,2,18,2,3,3
658,28,5,11,5,9,4,9,8,5,4,5,11,13,4,9,14,13
659,22,1,1,3,6,1,0,3,5,0,0,1,5,1,0,3,10
660,27,7,5,4,7,9,8,6,7,12,9,7,6,8,5,2,3
661,27,10,11,1,1,10,20,2,2,13,19,1,0,20,9,1,1
662,45,1,7,2,2,6,8,2,0,10,4,1,5,8,3,7,26
663,23,6,10,7,6,1,4,6,8,4,8,5,5,8,8,5,6
664,36,4,4,3,3,5,3,1,2,5,3,3,2,13,17,12,13
665,58,8,6,9,15,9,10,18,16,20,20,16,19,14,20,20,15
666,28,4,3,4,3,5,6,5,6,9,11,6,4,4,11,11,5
667,20,2,0,2,1,6,7,5,5,5,10,7,4,4,3,4,7
668,15,3,4,5,4,3,3,3,4,8,7,4,7,4,2,3,6
669,12,3,4,3,4,2,1,1,1,2,2,1,1,1,2,2,2
670,6,3,3,2,1,1,0,1,2,0,1,1,2,0,1,0,1
671,9,3,6,3,2,4,3,2,3,2,2,2,2,1,2,1,2
672,12,2,5,5,7,2,6,4,6,1,3,2,1,2,2,1,1
673,84,22,27,25,5,12,15,29,22,20,21,14,19,6,11,31,22
674,139,17,29,15,35,31,52,38,42,45,55,32,24,16,49,30,20
675,99,28,14,24,16,14,18,25,16,10,18,9,19,22,22,21,17
676,46,23,23,7,6,15,14,6,4,8,14,11,3,4,7,11,4
677,35,19,15,11,9,15,7,11,11,9,3,7,9,7,4,6,5
678,46,16,14,17,14,9,7,10,12,9,7,7,8,12,11,9,8
679,34,6,9,11,16,19,17,14,11,9,5,1,3,5,4,2,4
680,45,11,12,3,2,4,3,3,10,4,3,9,22,9,21,18,19
681,14,7,6,3,0,2,4,4,0,5,6,4,1,3,6,7,4
682,27,4,6,6,3,7,9,8,5,8,7,10,10,2,1,8,12
683,49,5,18,19,13,8,18,20,12,9,4,12,6,8,7,7,7
684,27,3,6,5,2,6,9,12,12,0,3,2,5,1,10,8,8
685,34,6,9,9,10,6,9,7,10,7,11,10,3,5,2,2,2
686,60,13,16,17,14,26,11,13,16,4,6,5,6,4,7,1,4
687,52,8,4,7,22,22,3,3,23,21,10,6,8,11,12,5,5
688,33,2,5,4,12,25,27,21,22,5,2,5,3,0,0,3,3
689,35,13,11,14,8,12,8,10,7,1,5,12,11,2,2,2,6
690,21,2,2,2,2,7,6,4,5,8,5,3,5,10,6,4,4
691,56,20,26,18,16,20,6,21,30,29,27,26,12,9,6,5,4
692,55,9,10,10,11,7,8,6,9,10,10,9,14,10,22,28,26
693,45,9,13,14,8,9,9,20,11,21,26,34,17,14,9,9,3
694,40,5,14,10,9,21,19,12,11,22,10,9,7,11,9,9,8
695,34,5,5,6,9,7,3,6,5,11,8,12,16,6,6,10,20
696,25,1,1,2,1,1,2,5,4,2,4,8,5,4,6,9,13
697,25,8,13,12,8,6,2,2,2,7,3,2,1,3,3,3,2
698,83,25,40,20,28,20,29,13,18,17,11,8,12,16,8,8,24
699,104,16,21,19,12,22,25,33,52,9,30,51,51,22,31,31,13
700,135,37,44,27,10,22,19,27,30,46,19,25,34,35,15,28,27
701,101,6,23,44,48,17,16,22,24,24,13,11,6,29,14,16,16
702,122,46,41,42,43,34,54,56,29,7,7,7,11,10,14,12,13
703,119,37,13,19,23,56,20,21,19,41,31,29,28,24,27,41,31
704,64,5,7,7,6,12,7,5,5,33,21,13,9,33,42,31,36
705,46,9,9,11,5,7,5,10,10,4,8,9,8,22,9,7,8
706,21,0,1,8,5,2,8,9,4,3,8,4,5,12,10,5,2
707,56,6,5,5,4,11,6,7,9,12,9,14,17,5,11,14,19
708,94,9,20,22,25,19,19,5,9,21,25,15,5,17,17,20,15
709,22,5,3,5,8,6,2,5,4,8,3,4,6,7,2,8,7
710,26,11,11,13,17,2,3,5,14,5,5,5,8,3,7,7,7
711,36,8,10,10,9,11,4,3,8,5,3,9,9,11,8,8,3
712,31,9,13,12,13,10,8,10,11,2,2,5,1,1,2,6,1
713,51,10,10,7,8,10,14,5,3,11,7,3,4,14,11,14,8
714,33,5,4,6,13,4,7,7,5,6,7,4,3,9,7,3,3
715,46,11,2,2,2,3,3,3,7,4,7,8,7,5,8,6,3
716,43,29,28,11,5,29,4,3,2,6,2,2,5,3,3,3,3
717,38,5,4,2,4,7,4,1,5,6,5,7,7,8,6,15,10
718,44,16,2,4,5,16,4,8,8,19,16,9,13,6,18,15,14
719,67,9,9,8,25,10,15,21,21,18,27,17,5,25,26,2,10
720,55,25,22,7,2,9,7,4,3,12,5,6,7,10,9,19,16
721,41,8,4,8,14,19,5,7,10,7,13,13,14,7,4,8,9
722,72,8,16,17,20,8,8,19,21,16,18,19,10,10,13,10,23
723,12,4,3,3,3,4,3,1,1,3,1,1,2,2,1,2,1
724,10,3,4,4,3,3,1,0,1,2,1,3,3,2,3,3,2
725,77,9,11,24,25,8,8,30,10,8,28,28,15,16,27,5,17
726,87,24,10,34,26,20,16,16,6,22,14,31,31,31,37,29,20
727,124,35,12,29,22,30,30,21,22,15,16,17,10,22,17,17,22
728,68,10,4,34,34,13,18,13,9,9,9,8,9,6,9,13,15
729,93,45,26,11,31,27,27,19,42,12,16,15,14,10,5,9,8
730,93,20,17,15,15,47,24,30,26,64,47,50,25,33,28,36,27
731,56,17,9,5,3,18,8,6,4,17,16,7,8,22,33,17,21
732,42,4,6,7,10,22,15,9,7,27,10,8,7,9,3,5,6
733,70,21,16,15,17,22,18,13,15,21,5,9,9,16,18,14,13
734,60,26,7,6,13,21,15,17,11,12,21,19,18,8,15,13,16
735,54,7,8,8,7,14,7,2,8,10,10,8,10,19,21,17,19
736,32,4,3,8,7,15,10,12,11,15,6,7,6,16,12,13,7
737,19,2,1,5,6,3,4,6,5,3,3,6,6,3,3,2,6
738,28,7,4,3,4,1,12,10,5,1,11,10,0,2,1,2,4
739,28,10,11,6,3,7,8,4,3,2,3,2,2,8,8,6,1
740,30,4,6,6,8,4,6,5,7,4,11,10,8,2,9,9,8
741,47,10,6,8,4,9,6,15,10,7,9,11,16,4,9,13,10
742,64,18,15,11,9,20,9,15,13,20,10,15,12,16,19,20,18
743,44,11,7,6,11,11,8,9,10,6,9,7,7,9,7,4,12
744,48,14,9,4,14,10,7,7,9,7,7,12,12,17,6,9,7
745,71,18,21,16,21,5,20,23,21,6,18,25,25,8,11,27,31
746,83,20,18,36,24,17,28,33,14,5,9,18,15,10,16,22,11
747,64,25,29,10,22,30,11,8,10,11,6,10,10,3,5,8,9
748,66,26,16,13,21,17,15,13,19,12,20,9,7,20,29,18,8
749,50,19,16,9,8,8,16,20,21,10,7,7,20,10,4,5,10
750,63,5,16,20,10,11,12,6,7,23,10,10,11,13,11,15,22
751,140,19,58,34,23,88,76,18,12,90,11,8,15,16,17,19,12
752,14,11,0,1,1,5,1,0,1,0,0,0,0,1,1,0,1
753,11,2,2,2,3,0,3,5,5,0,1,2,2,0,1,0,0
754,19,5,9,6,2,3,4,3,1,2,2,3,2,1,2,2,5
755,35,7,5,10,8,10,8,6,3,5,7,5,8,8,6,6,10
756,20,4,6,5,5,4,4,3,5,3,4,2,6,8,5,5,3
