id,ZIV5_pocet,ZIV5_1,ZIV5_2,ZIV5_3,ZIV5_4,ZIV5_5,ZIV5_6,ZIV5_7,ZIV5_8,ZIV5_9,ZIV5_10,ZIV5_11,ZIV5_12,ZIV5_13,ZIV5_14,ZIV5_15,ZIV5_16
153,26,6,9,9,7,3,9,4,9,10,9,4,9,14,14,12,8
154,41,2,14,19,24,5,9,9,13,16,13,9,3,14,3,7,5
155,48,3,17,15,9,12,18,14,8,17,15,8,6,18,17,6,3
156,18,5,5,5,3,4,5,4,6,5,5,5,6,3,3,4,3
157,52,11,6,6,8,13,8,9,6,21,6,9,3,15,26,17,4
158,42,12,14,8,1,18,9,7,1,13,9,8,8,3,7,8,10
159,57,7,7,11,12,4,14,14,15,8,15,11,15,18,18,20,13
160,73,23,15,29,24,23,14,20,12,19,23,24,12,20,27,16,23
161,53,17,17,15,16,20,18,7,3,10,8,6,3,8,6,7,11
162,43,5,5,6,13,6,10,25,24,6,10,25,21,6,4,10,18
163,20,7,6,7,8,4,5,5,10,2,3,4,4,1,2,3,3
164,36,3,13,8,5,13,14,12,10,1,15,11,6,3,9,8,4
165,49,3,12,20,8,4,5,13,11,8,7,4,3,12,8,7,4
166,51,13,11,8,10,4,10,6,19,5,11,12,15,12,12,7,20
167,20,10,10,2,2,4,9,3,5,3,7,3,2,2,4,2,2
168,35,4,6,6,7,8,8,9,7,4,5,7,6,3,5,11,12
169,51,7,9,12,5,11,17,12,9,16,21,13,11,19,22,18,10
170,101,13,20,47,15,21,29,62,33,13,23,33,27,15,14,25,22
171,36,10,8,2,4,11,10,4,8,18,11,4,5,19,3,4,5
172,48,16,18,18,21,14,11,18,23,8,10,6,0,9,9,8,4
173,15,1,3,3,4,1,4,2,4,3,4,7,6,6,4,6,6
174,146,27,15,24,22,29,22,30,40,15,23,23,44,14,37,34,20
175,157,28,34,15,41,46,27,10,17,44,32,10,19,36,42,20,19
176,47,5,5,6,7,4,6,17,14,6,5,17,7,11,7,17,13
177,44,6,7,5,1,12,13,7,4,14,14,15,13,19,10,14,9
178,44,8,6,11,10,10,6,5,9,10,11,7,3,18,11,7,5
179,50,14,10,20,9,12,11,18,10,3,6,8,12,8,13,7,7
180,38,8,4,14,11,12,12,13,12,7,9,8,6,7,11,11,4
181,43,4,13,5,5,10,13,6,9,17,12,5,7,17,14,13,8
182,32,7,8,9,8,10,2,5,7,10,11,10,11,5,6,6,5
183,27,7,3,4,3,7,7,7,3,4,4,7,6,9,7,6,9
184,66,17,18,18,5,12,9,14,7,22,20,17,10,17,13,17,11
185,51,14,13,4,5,15,20,10,5,26,21,11,6,19,16,13,6
186,45,16,12,2,10,9,7,7,14,10,13,11,8,6,12,15,4
187,91,36,25,11,9,20,9,7,6,13,26,19,6,14,21,13,12
188,36,9,8,6,8,13,13,3,7,7,12,8,7,7,9,11,9
189,71,14,24,20,18,15,27,11,9,14,25,23,18,31,18,10,10
190,34,7,3,4,10,10,7,3,10,7,7,12,12,5,9,8,9
191,37,8,7,5,12,6,5,7,10,7,8,7,8,4,8,7,6
192,35,8,13,7,11,4,5,7,10,10,2,7,9,8,4,9,7
193,33,9,8,5,3,3,8,10,7,10,4,9,4,13,17,17,7
194,36,9,6,7,8,9,5,9,6,3,8,9,8,7,10,11,8
195,72,16,38,38,11,17,37,25,6,17,27,19,5,23,22,19,9
196,41,4,13,9,5,5,13,7,5,8,16,11,6,15,12,16,20
197,52,31,19,7,4,7,7,7,7,9,10,7,9,5,7,5,9
198,56,21,19,16,13,25,11,5,10,20,12,8,11,22,15,6,10
199,38,10,15,8,10,12,18,13,13,12,7,13,15,5,7,12,9
200,48,8,5,7,6,3,8,12,14,6,9,12,10,13,15,21,9
201,37,10,6,7,9,6,6,9,12,7,6,6,12,10,4,4,9
202,89,16,20,16,22,27,28,27,29,29,23,13,38,16,14,14,47
203,20,9,6,2,7,8,7,6,7,1,2,1,1,2,1,0,1
204,7,5,2,1,1,1,2,2,1,1,1,0,0,0,1,0,0
205,54,2,2,5,9,2,6,13,34,3,6,9,34,8,11,10,25
206,78,28,11,11,14,26,9,21,20,14,10,24,7,8,10,26,14
207,61,11,20,16,6,5,19,14,15,14,26,23,25,12,8,11,17
208,105,14,18,6,9,22,15,15,31,37,19,30,30,34,18,18,35
209,34,11,11,3,4,9,8,6,4,9,11,10,4,9,7,6,5
210,32,6,4,6,6,6,5,5,4,6,6,7,6,8,10,12,11
211,38,6,6,6,9,3,3,5,11,8,7,11,11,9,6,6,9
212,47,9,5,11,8,8,7,6,3,10,9,9,10,12,9,9,8
213,42,5,6,7,8,15,15,9,8,16,13,5,10,7,12,6,7
214,48,13,13,18,14,20,7,18,14,8,6,11,8,7,6,8,9
215,50,4,9,18,16,4,8,18,13,7,13,19,16,5,13,12,8
216,43,8,17,15,5,5,7,14,10,11,17,12,14,9,18,9,6
217,24,8,3,4,2,5,6,4,4,3,6,2,1,9,3,3,5
218,51,11,13,8,9,6,17,19,11,15,23,22,15,12,13,10,8
219,51,13,9,17,17,9,17,9,18,4,15,7,13,6,16,14,12
220,39,17,10,8,7,11,14,14,14,15,15,7,9,14,9,7,9
221,39,12,16,7,8,12,10,6,7,13,10,7,3,12,11,6,4
222,29,4,5,6,9,4,4,7,9,2,3,7,8,3,5,2,6
223,106,16,15,38,43,29,33,41,22,38,33,21,13,38,42,22,12
224,33,11,8,8,7,6,4,6,10,4,7,9,6,4,3,6,4
225,12,2,3,4,3,6,2,3,6,4,2,7,6,7,7,6,1
226,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,115,36,38,36,29,17,27,16,15,24,37,26,12,21,31,31,15
228,47,9,4,5,5,18,11,10,9,9,6,9,16,12,15,18,18
229,25,8,4,2,4,2,3,4,4,2,2,7,9,4,5,7,7
230,54,11,7,8,14,19,13,6,9,7,10,6,10,9,14,19,15
231,40,12,9,6,4,9,14,9,4,11,11,6,6,10,9,4,10
232,36,4,7,4,6,9,8,4,10,8,11,14,5,7,11,13,6
233,42,15,16,7,6,17,12,8,8,7,14,15,18,6,12,10,18
234,33,9,6,8,19,3,6,5,4,4,6,4,5,2,7,6,3
235,45,15,16,11,9,17,5,10,5,15,8,9,8,7,6,7,9
236,11,7,3,1,1,0,2,1,0,1,1,1,0,2,2,1,0
237,7,4,1,1,1,3,3,0,0,3,2,0,0,1,1,0,0
238,2,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0
239,166,46,15,37,36,46,20,37,24,35,32,49,40,38,30,43,33
240,83,40,53,29,12,53,32,14,8,37,11,16,4,19,14,16,3
241,54,20,10,2,8,14,7,9,8,11,9,13,9,15,10,8,10
242,42,10,9,16,6,10,9,15,7,17,8,10,8,8,7,6,10
243,30,5,8,4,6,5,4,3,7,6,7,9,10,4,7,6,6
244,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3
245,20,1,1,4,14,1,1,1,3,1,0,1,4,3,0,2,3
246,40,8,5,8,16,10,7,12,13,7,6,4,8,7,6,3,10
247,70,17,17,17,43,8,6,13,17,7,9,16,14,5,5,7,8
248,101,8,11,26,24,16,18,27,28,23,26,24,21,27,27,24,32
249,6,1,1,1,0,1,0,0,1,1,0,1,4,1,1,1,4
250,20,1,2,4,2,4,4,7,7,5,6,10,5,3,6,6,8
251,20,4,3,2,2,8,4,2,0,10,8,2,3,5,9,8,9
252,74,31,29,45,39,19,21,22,2,15,18,12,4,9,16,18,4
253,44,18,12,11,6,19,12,14,8,11,3,9,10,7,3,5,11
254,45,11,8,2,13,6,9,9,13,9,9,6,11,8,6,6,7
255,47,12,10,10,7,12,15,15,17,8,11,10,10,7,7,9,9
256,44,14,8,10,8,14,12,8,6,15,12,4,8,18,11,8,5
257,37,5,9,6,5,10,9,10,11,6,7,7,11,17,24,15,15
258,19,3,4,5,6,4,7,5,8,5,4,1,9,3,4,3,3
259,50,7,10,11,13,13,8,8,13,12,5,7,8,11,8,6,11
260,18,2,1,6,6,2,3,5,5,0,6,7,4,3,2,9,5
261,14,10,7,1,0,10,1,1,1,6,0,0,1,3,1,1,1
262,46,13,8,10,7,18,4,10,11,15,12,16,13,9,7,8,3
263,18,2,1,1,0,11,5,4,2,9,8,10,3,5,7,9,5
264,37,10,9,11,6,16,7,9,3,20,9,6,8,12,5,6,6
265,55,4,5,4,10,8,11,15,10,13,9,17,26,15,20,16,23
266,49,7,4,11,9,17,19,19,20,22,12,8,3,12,8,9,8
267,35,6,6,7,10,6,8,8,11,6,8,7,9,4,13,5,3
268,59,12,10,11,9,8,9,11,9,4,7,12,20,11,11,11,7
269,42,15,5,3,2,12,4,3,4,11,7,6,7,22,24,6,4
270,62,17,25,17,15,9,25,20,19,8,12,25,13,7,12,24,9
271,19,4,1,3,7,2,3,3,10,3,3,4,10,2,5,10,8
272,57,16,1,1,2,18,15,9,5,19,13,9,14,17,14,9,9
273,35,3,5,6,3,3,3,3,3,15,15,12,6,7,7,9,11
274,23,1,1,2,3,2,6,6,5,10,10,6,4,12,3,7,6
275,66,23,26,14,18,15,14,23,24,16,16,24,24,11,8,20,14
276,26,6,7,7,8,3,3,2,6,2,1,2,4,6,2,5,6
277,27,3,7,4,5,2,4,5,2,5,6,13,9,5,5,9,8
278,67,10,19,24,33,19,17,18,16,10,8,13,20,11,12,10,11
279,41,18,22,9,4,22,23,18,6,8,16,21,4,13,16,8,4
280,46,6,5,6,13,6,4,6,13,6,5,17,19,15,13,18,14
281,15,1,3,5,1,4,4,5,2,3,6,4,2,5,5,2,2
282,38,5,2,5,6,8,4,4,3,24,4,6,5,21,3,5,9
283,36,7,12,9,9,9,13,10,5,7,9,10,5,5,4,6,6
284,32,7,5,5,6,10,9,9,10,9,6,10,9,2,7,6,5
285,35,5,3,5,2,10,11,8,6,5,15,13,4,8,11,8,3
286,63,19,22,15,13,24,18,9,7,23,21,7,4,13,27,7,7
287,32,6,3,13,15,5,4,5,10,8,2,4,3,8,5,3,2
288,53,4,7,8,22,10,11,4,9,7,17,13,11,6,11,13,11
289,23,3,2,7,5,3,3,9,2,5,4,11,2,6,6,10,9
290,46,13,5,2,8,12,7,10,10,12,9,12,12,14,9,6,6
291,53,19,13,20,16,5,6,16,16,17,19,17,17,11,17,16,12
292,57,15,24,17,11,17,16,15,16,5,9,10,14,9,12,14,14
293,58,15,18,20,19,12,19,10,16,16,21,12,18,23,23,14,20
294,63,17,24,27,19,19,28,15,5,24,25,5,2,13,9,6,9
295,7,4,4,1,0,5,1,0,0,1,1,0,0,1,0,1,0
296,9,4,4,2,2,3,5,5,4,2,2,2,4,1,1,1,1
297,52,7,11,10,9,7,2,11,11,12,6,9,10,17,13,6,9
298,58,12,11,10,10,17,16,4,15,10,22,13,14,10,16,19,19
299,50,14,16,13,7,10,10,7,14,13,8,8,12,13,13,8,5
300,39,11,14,12,11,9,9,9,9,10,10,7,15,7,11,10,8
301,39,8,9,8,11,6,10,11,13,12,9,9,17,8,9,12,14
302,51,20,14,11,12,10,11,7,6,6,15,2,3,8,16,6,9
303,36,4,8,9,11,4,3,6,5,5,6,6,5,7,12,6,4
304,34,14,14,8,4,8,11,10,13,4,11,9,4,1,12,6,7
305,71,12,9,17,28,12,12,20,27,12,21,21,25,15,22,18,22
306,30,13,6,4,1,15,6,4,1,14,2,2,1,6,2,4,3
307,126,25,20,18,10,26,19,17,15,15,21,17,17,26,31,40,33
308,32,9,7,5,6,4,8,10,11,12,7,6,5,15,12,9,3
309,19,4,3,3,3,8,6,7,4,5,4,4,4,3,4,4,6
310,13,6,6,6,5,6,2,2,3,5,1,1,1,4,4,4,4
311,21,1,3,5,5,2,2,3,3,3,1,2,2,5,4,4,6
312,34,22,6,3,2,19,18,13,3,5,10,10,3,6,8,12,13
313,51,10,25,20,4,5,9,17,6,12,20,12,4,10,14,7,3
314,45,11,11,14,7,13,5,15,6,10,10,13,11,11,11,9,5
315,46,11,13,11,19,16,17,13,20,8,8,11,17,17,16,16,11
316,49,7,4,8,9,8,5,12,12,8,9,12,8,22,20,20,14
317,86,8,16,26,24,9,9,26,31,10,24,34,40,16,29,22,21
318,39,6,9,10,19,4,4,7,14,8,7,7,3,3,4,9,11
319,45,4,3,7,8,2,3,3,7,3,11,17,29,10,11,9,20
320,58,11,11,9,6,16,18,6,6,14,19,8,6,26,31,10,9
321,31,11,10,11,4,8,5,6,7,6,6,9,10,10,11,10,5
322,63,19,14,24,16,16,11,14,10,12,3,5,4,10,5,2,6
323,41,9,9,11,11,11,5,10,8,4,5,5,6,7,9,11,9
324,37,9,7,7,9,9,10,6,16,8,9,8,12,6,7,9,8
325,185,59,59,24,12,65,33,19,20,54,68,26,14,86,59,9,7
326,34,10,13,11,10,9,9,10,11,6,4,3,6,9,6,3,5
327,29,11,6,2,2,12,14,15,13,4,3,6,4,3,7,7,5
328,34,4,3,4,4,12,7,4,5,8,7,8,6,6,11,13,5
329,41,8,8,7,20,4,7,20,22,2,6,14,10,4,5,11,10
330,68,11,6,11,12,14,8,14,14,19,13,15,18,18,25,20,19
331,48,4,15,11,3,16,24,9,4,17,14,13,10,13,11,9,4
332,65,10,4,11,6,21,13,14,6,36,14,17,13,36,29,11,17
333,63,15,16,17,18,7,10,20,21,17,19,14,20,9,9,11,6
334,49,10,14,9,8,16,16,11,14,18,9,12,10,13,11,10,12
335,38,7,9,6,12,11,9,11,18,8,4,4,10,10,6,5,4
336,52,16,13,11,14,10,9,8,6,8,5,9,17,9,4,9,19
337,24,9,6,6,4,8,4,7,9,11,7,5,6,9,8,7,6
338,39,10,13,13,11,10,12,11,10,9,15,12,10,6,11,7,16
339,28,7,7,6,9,6,4,8,10,7,6,8,8,6,4,6,9
340,87,28,34,15,8,22,37,30,4,38,41,17,7,38,34,14,5
341,54,12,14,10,28,11,11,5,28,8,7,9,13,4,13,11,14
342,51,13,11,19,16,10,11,12,9,15,8,6,7,14,14,12,7
343,47,15,12,11,11,6,4,5,10,7,6,5,6,3,6,16,17
344,87,6,17,19,33,16,22,15,17,17,11,11,10,13,10,12,8
345,25,1,2,4,4,5,5,3,4,10,8,5,7,6,8,5,8
346,13,3,3,1,6,5,3,4,5,6,6,4,3,0,3,4,3
347,39,5,3,5,23,4,4,9,13,5,6,10,9,5,5,8,9
348,62,26,27,21,36,14,7,23,37,8,11,22,31,5,9,33,34
349,31,2,2,1,12,2,2,11,15,1,2,13,16,3,2,7,17
350,33,11,4,2,2,9,6,8,4,13,3,5,6,16,9,8,7
351,54,17,10,6,6,17,13,13,7,18,18,7,8,8,18,14,9
352,49,14,14,16,11,12,11,12,6,13,9,14,10,12,12,12,14
353,44,4,9,8,5,5,5,7,5,12,6,12,7,16,12,19,11
354,53,15,10,12,6,20,19,16,20,20,16,15,14,9,15,12,7
355,60,11,10,17,21,15,9,9,4,14,14,23,22,9,9,10,23
356,50,3,9,13,15,2,8,13,15,3,8,20,15,8,4,8,12
357,61,12,27,25,13,8,16,23,27,7,9,12,23,5,6,11,16
358,55,7,6,10,9,7,5,9,13,5,9,14,12,10,26,31,27
359,44,20,25,10,9,8,13,9,5,12,6,5,4,9,9,5,2
360,23,5,1,4,12,5,3,4,7,6,7,6,7,3,3,4,8
361,19,3,5,8,9,4,3,7,10,5,5,6,9,3,4,8,8
362,25,4,3,3,2,4,3,4,1,10,4,3,5,10,12,5,7
363,57,4,3,10,31,6,8,10,10,5,12,15,9,7,11,17,9
364,70,5,11,32,32,11,16,27,30,10,12,41,15,15,12,44,8
365,29,5,4,4,2,10,3,3,5,16,20,9,3,14,21,10,6
366,54,11,13,13,12,11,10,11,14,9,10,8,9,15,10,10,11
367,54,6,16,16,9,21,18,10,10,21,11,17,9,14,16,8,7
368,55,7,7,5,5,10,8,9,5,9,10,17,20,5,7,18,17
369,61,8,14,13,11,7,3,5,5,12,10,7,27,11,13,16,23
370,43,8,13,9,6,12,12,7,10,16,5,6,10,12,6,6,12
371,68,14,19,14,17,16,16,9,16,13,19,8,12,27,22,10,10
372,45,2,4,6,10,4,6,4,6,9,8,8,5,21,17,16,16
373,70,22,41,32,18,12,17,29,30,7,8,15,18,9,4,11,17
374,56,3,4,3,7,12,9,12,9,21,17,11,14,18,22,26,23
375,71,14,23,16,19,14,14,7,16,12,18,16,17,13,6,4,9
376,69,19,15,22,18,20,8,7,11,15,16,12,9,10,14,18,8
377,111,29,30,46,42,27,30,16,32,6,34,15,18,20,36,13,28
378,139,30,38,33,17,31,32,18,19,10,34,26,10,36,52,34,25
379,101,21,12,12,26,22,22,23,29,19,23,16,33,34,23,24,24
380,37,14,9,9,6,8,9,5,6,4,4,9,11,9,6,7,4
381,32,4,4,8,5,8,5,8,6,11,8,10,9,4,4,14,13
